userId,movieId,rating,timestamp
2755,173,3.0,844429754
336,44199,4.5,1210543861
1526,2724,4.0,1502761277
34,1376,4.0,1249809645
1338,1101,3.0,1113109401
1108,8360,3.5,1104885572
2603,146028,5.0,1502705625
2496,318,4.0,1444405288
245,100714,3.5,1481561625
815,3681,0.5,1128616548
2808,45,5.0,833881025
121,736,4.0,1602374284
1906,93840,1.0,1503903783
1323,7361,4.0,1114788629
2178,2918,2.0,1167395906
1279,260,4.0,1170967651
1359,51080,4.0,1303333094
2721,81845,3.0,1310251958
875,103141,4.0,1464969073
1402,3984,3.0,978817545
2441,628,4.0,1065332037
352,6016,4.5,1393892125
2960,34405,5.0,1232581699
2844,6620,2.5,1109977681
115,4368,3.0,1110668641
448,589,4.0,1084822891
2098,48394,4.5,1555222217
737,2083,4.0,1156363024
2824,8368,4.5,1276166916
3038,93840,5.0,1638302522
1960,592,3.0,836949665
1836,911,3.0,894818970
228,122926,3.5,1588786285
2054,2318,3.0,940007634
1120,60069,0.5,1494022892
869,7254,4.0,1567368595
2829,1707,0.5,1468195590
520,182715,3.0,1561663701
2577,3030,4.0,1416616126
2822,1676,3.0,967853763
1271,1089,5.0,939041582
1357,71535,4.0,1574191807
1765,1219,3.0,1494685391
3041,4896,5.0,1505693488
702,120813,4.5,1450420587
2191,3798,4.0,974789018
1407,1270,4.0,1534001164
109,2389,3.0,1254995446
942,3698,4.0,975349138
1057,49530,4.0,1268701788
2704,4639,1.0,1569688644
1686,7361,3.0,1250318747
1559,457,5.0,844066055
1735,3438,2.5,1239156235
1048,211864,3.5,1619382233
722,6952,2.5,1115870261
827,78469,3.5,1558106457
3228,91542,5.0,1502113081
864,471,4.0,1239658116
2155,4963,4.0,1237578642
886,908,4.0,1199334713
1151,2028,4.0,942090731
2364,5299,3.0,1035079036
542,32,3.0,1415855678
2177,253,4.0,1183040660
2770,1485,4.0,900496225
447,410,3.0,1442217365
635,1374,4.0,956707319
2086,1717,1.5,1089211529
1703,16,3.5,1401071581
1048,178523,3.5,1619382219
1471,59315,4.5,1349554213
1335,1610,3.0,1253110665
2564,1193,0.5,1488649541
2996,551,3.0,833455460
2471,3994,4.5,1275410264
1537,2321,4.0,1080671541
2293,3753,5.0,1318294780
1617,165347,4.0,1598145739
2990,586,3.0,1019592927
3033,300,3.0,1218318373
2990,3418,3.0,1019590253
2947,1242,5.0,960858881
546,6365,4.5,1204068605
2718,91630,5.0,1589822543
2292,6378,4.0,1104904446
750,376,3.0,846168249
1685,55247,4.0,1579285392
28,5039,4.0,1067202420
2250,202159,1.5,1616541399
1643,594,1.5,1140199854
78,58,4.0,901988159
3033,3034,4.5,1212887413
3098,2294,3.0,911474287
486,491,3.0,839185871
1025,1274,4.0,1063530257
2539,47937,4.0,1551573948
2421,78612,2.0,1470175358
265,72378,0.5,1609556727
1370,95,2.0,1205841084
2364,4213,1.0,1012098530
1234,1527,4.0,1435863377
204,51086,4.0,1478901665
2421,38159,4.0,1235213062
1128,293,4.0,945055785
1103,1216,4.0,1119289053
1089,142420,4.5,1532402347
1916,4121,2.5,1575953521
228,122882,2.5,1588786283
535,60069,3.0,1306715620
3222,260,3.0,1409954935
2402,1835,3.0,1116284211
2522,39,5.0,938539004
1725,98961,4.5,1668413949
2967,6870,2.5,1137519415
2822,338,3.0,968042985
1243,968,5.0,1298337756
695,1663,3.0,904669866
637,88810,3.0,1522990590
1526,45720,4.0,1502761027
1806,102125,4.5,1577976550
228,59315,4.0,1588786288
655,53550,3.5,1487685653
1776,1707,4.5,1351185116
1590,3261,4.0,974788210
996,466,3.5,1089541847
239,2403,2.5,1305439051
198,6365,4.0,1451518060
28,1833,2.0,961517710
1731,4226,4.0,1180086396
712,122922,3.5,1515787956
2774,25,4.0,946939133
3068,1233,4.0,867135546
754,3160,4.0,946670887
3197,121241,1.0,1475287988
1617,27773,1.0,1479004366
1884,135216,1.0,1539886744
900,8360,4.0,1514728920
2286,1953,5.0,1292621857
1780,1206,4.0,1687644586
28,41573,3.0,1149889821
1181,208,1.0,1079031708
2770,1580,4.0,900496016
2436,784,4.0,1137421662
1533,7259,4.5,1487513915
158,2890,3.0,992925990
905,36,4.0,1222640496
1918,104,3.5,1641142247
2539,60072,2.0,1551569055
1844,195159,4.0,1579239990
2529,2502,5.0,1488456257
1273,508,4.5,1229211089
2904,1036,3.5,1420042486
2440,122886,5.0,1472384479
2548,8981,4.0,1445975126
2307,1198,4.0,941411364
2502,61323,4.0,1505086384
3033,158,3.5,1214492213
303,150,3.5,1551557250
213,158966,3.5,1633256150
1833,1089,4.0,1688445104
2338,4678,1.5,1108486895
2046,1603,4.0,947437180
1924,1198,4.0,1488231216
1140,3784,2.0,1592651177
3197,98109,1.0,1475375211
2862,661,4.5,1058143527
1476,1713,3.0,946263681
1043,134170,5.0,1447219005
1073,230,5.0,1383579781
695,2599,4.0,930944688
2556,1954,4.0,1294251958
1306,4890,3.0,1203308103
1097,14,5.0,837275552
2409,593,4.0,850235836
1668,53129,2.0,1690320959
3231,1801,3.5,1280060897
656,2194,4.5,1154255251
333,112556,3.5,1492061662
341,2795,4.0,1038686898
1423,1597,5.0,1010024474
314,2672,4.5,1192917492
2364,5404,3.0,1023403314
695,3258,1.0,973786516
1394,34153,4.0,1146089114
184,2722,3.0,1228070936
2539,7153,4.0,1551568231
2112,3785,3.0,1442149134
2086,6888,0.5,1084913606
1307,2231,4.0,1363242152
2162,112460,4.0,1695314396
2847,8132,4.5,1380408705
3099,1958,3.0,959474297
2267,527,3.0,1488838821
1986,1267,5.0,1050192580
668,2212,4.0,1192100336
2206,61236,4.5,1480691853
539,1917,1.5,1272988262
1271,1483,3.0,939039586
683,1250,4.5,1068305700
768,3019,5.0,947451885
2074,4973,4.5,1505589943
865,555,5.0,930593316
2554,2329,4.0,1563092876
1648,1246,4.0,1064432169
28,4487,3.0,1034002755
2226,2001,4.0,937340873
1300,1573,4.0,945200885
1082,1198,4.0,1251840771
290,8636,1.5,1583005552
3238,22,4.0,845947647
2270,6365,3.0,1428259406
1957,36529,5.0,1577995125
1047,2670,4.0,974084378
2109,1021,3.0,1467907941
655,1345,3.5,1487685644
525,1407,4.5,1512676778
2935,208,4.0,837633392
1,2529,5.0,943230976
2087,1089,4.0,1182236821
2206,54995,3.5,1463256343
962,91542,4.0,1585490188
1860,337,4.0,1113075133
1963,91529,4.5,1622594747
1590,1947,3.0,974786558
2170,4963,5.0,1440305225
2927,440,5.0,841481321
982,3702,3.0,1609358389
3033,4310,4.5,1212892139
1617,74653,3.5,1598145733
2303,296,4.0,940169039
1766,7173,3.0,1233765925
2990,596,5.0,1019759323
2086,3177,2.0,1069186945
736,8970,4.5,1355096372
1844,1202,5.0,1494013790
3059,61323,4.0,1487447516
2347,6539,0.5,1511725105
2670,68954,3.5,1444597492
668,5952,3.0,1192183301
634,924,4.0,1023765698
3004,2571,4.5,1596981408
2529,6927,3.0,1488456259
3204,251900,4.0,1634999305
430,3535,4.0,1269895633
2941,3052,4.0,965188514
2734,527,5.0,834504252
527,4814,3.0,1015040717
1964,1907,4.0,1348436971
545,1734,3.0,891360256
2962,134853,4.5,1547873526
28,200332,3.5,1587240527
1674,56782,4.0,1424764929
691,64620,3.0,1696084469
1278,532,3.0,838397925
1229,1222,4.5,1501253121
2513,1042,4.0,1082078537
746,2353,2.5,1147806405
2353,1259,4.0,1613256644
884,263009,1.0,1676210315
985,7380,2.5,1586479036
2024,2899,5.0,964650045
1114,100,4.0,991765184
244,2858,4.0,1015442171
1228,319,4.5,1192402209
213,4878,3.5,1287339106
396,47099,5.0,1544944897
539,2594,4.0,1272988841
2295,1721,4.0,1511402418
3069,593,5.0,991863313
1234,780,1.5,1435907929
1140,47725,4.0,1592651185
2741,1407,4.5,1458431118
1576,3994,3.5,1097093592
2600,1227,5.0,1552437338
205,2009,4.0,964995086
1779,994,4.0,941369059
743,809,4.0,971936253
713,541,3.5,1579014389
242,2340,2.0,1437898954
3021,133771,2.5,1504463484
2785,1210,4.0,1247036358
875,5218,4.0,1464969149
754,3117,3.0,946670609
1099,39,5.0,1685026818
2905,14,4.0,1415013438
1151,1923,4.0,942500305
3065,1259,5.0,1121999675
3115,118696,3.0,1449620378
1298,5675,0.5,1134333199
1713,122886,4.0,1596587478
3231,78574,4.0,1308847301
1739,2541,3.0,1555680517
1174,103228,2.0,1592956878
3090,216,3.0,1228073525
1442,1282,3.0,1162955631
2449,333,5.0,858625957
3197,4618,0.5,1475288251
3033,49272,4.0,1214492142
2268,1214,3.5,1503881220
816,280,5.0,837597991
2657,5696,2.0,1052862771
1555,189363,3.0,1688847610
1243,1210,5.0,1298337326
2832,162,4.0,974690616
1627,115713,3.0,1540231148
776,98838,1.5,1374325594
886,40629,4.0,1199335982
391,1954,3.0,986111583
943,500,4.0,838037244
838,2908,5.0,938974121
3197,2740,1.0,1475293531
940,7814,2.5,1624457155
2646,2354,3.0,1448749484
64,44191,3.0,1472141789
1239,53972,3.5,1225305533
410,1136,4.0,1597614512
277,1223,4.5,1059596415
1896,5954,3.0,1225234831
2338,2496,3.0,1108533771
203,26750,3.5,1444682885
1119,8795,2.5,1129618593
2817,1,4.5,1356221134
886,5299,4.0,1199410411
188,8910,3.0,1103753007
1936,497,2.5,1182092777
2557,33679,3.5,1236735265
483,2700,4.0,974933132
2184,1617,3.0,1040265676
600,914,5.0,1297288814
40,1104,4.0,940027340
2035,4103,2.0,994292384
338,371,3.0,945044715
356,4734,4.0,1017449806
2623,159093,4.5,1494725950
1488,3555,4.0,1022129069
2793,253,3.5,1494352334
1867,8157,4.0,1571548483
390,2571,2.0,1174609299
3038,1639,4.0,1297817701
1101,2329,5.0,1456012786
2086,101,3.5,1120572391
158,1747,3.0,992924360
1526,2572,4.5,1502761088
2194,329,3.5,1249928919
2860,2762,4.5,1346923550
2322,965,4.0,1043567988
1399,169252,5.0,1578110160
504,2662,4.0,927647264
65,1193,4.0,1119296804
2620,140523,3.0,1453955779
1707,132122,4.0,1459467273
1919,367,3.0,841158793
175,7458,3.0,1477572188
881,6377,4.5,1270793614
424,2840,4.0,1218414138
864,64575,5.0,1239658178
885,93510,4.0,1619500666
258,2858,3.5,1608479744
1375,2003,5.0,946360534
3016,2712,5.0,938952225
2947,2405,3.0,960857847
2465,1573,3.0,1495349048
1544,47518,2.5,1490535318
481,4890,2.0,1483595923
571,592,2.0,986129905
1015,93840,4.0,1335067350
1576,5220,3.5,1078271571
1936,364,3.0,1182091818
1226,46976,4.5,1253624098
78,558,3.0,902093806
1713,84954,2.5,1596633073
2155,33794,4.0,1237580338
1067,8798,3.0,1424562071
1022,7361,5.0,1453641085
1552,708,2.0,1111472132
2999,1217,4.5,1116248523
831,923,4.0,1270283732
617,466,3.0,839650194
2070,533,3.0,838833497
737,1996,1.0,1156363249
2501,6012,4.5,1364679071
1668,82459,3.5,1690304193
1842,122926,4.0,1628894913
2057,3700,4.0,974592620
232,6947,4.0,1137124529
1735,4416,2.5,1234734471
2027,1968,3.5,1149751740
556,95441,0.5,1453053327
803,10,0.5,1465077938
1114,1944,5.0,991762845
431,1394,3.5,1549025117
1132,2867,2.0,994640588
1140,177951,4.5,1592651178
2860,2378,3.5,1346312919
1907,54736,4.0,1458763128
1494,6888,2.5,1461697430
2490,170,2.5,1225266911
596,208,4.0,863352647
890,5943,1.5,1095703091
1950,3717,3.5,1615220644
1638,1539,3.0,976298113
1764,383,2.0,1185658153
395,2052,4.5,1173386514
691,176371,3.5,1691933751
1229,48780,5.0,1501252817
547,103810,2.5,1678517089
1241,4321,4.0,994698439
2526,8874,4.5,1210382156
3048,7164,3.0,1287480682
360,1617,4.5,1577766911
1089,64957,2.0,1501952768
1698,480,4.0,1107819632
1657,6287,5.0,1457855795
1161,33162,3.5,1618353045
158,3100,3.0,992925854
335,4896,3.5,1164258251
2852,3147,4.0,1141156423
2666,4448,3.5,1081810926
2685,548,1.0,888501142
558,2747,4.0,1301585405
1986,1997,5.0,1050190339
2806,5903,3.5,1371148428
1519,54771,4.0,1209401326
2844,1357,4.0,941300368
2389,2539,2.0,940320240
2364,3723,4.0,1010965537
2008,91500,2.0,1437685445
2932,2794,3.0,1019611093
2535,1376,4.0,901500215
3048,8861,1.5,1285753776
3135,179173,2.0,1696296928
104,562,3.0,1268542802
791,33794,5.0,1633137326
2962,61240,4.5,1547921417
2381,2628,4.0,1090019420
1731,2194,4.0,1180086596
997,3051,2.0,1021839900
87,16,4.0,1131310776
1349,128360,4.0,1466649792
1819,903,5.0,1513573189
533,1748,4.0,1001143762
1278,276,3.0,838397530
1434,4306,4.0,1009923918
109,65181,3.5,1257890427
3033,6889,3.5,1214490180
1165,22,4.0,838210821
1910,198,5.0,966189508
3204,136020,2.5,1447082568
1411,3998,3.0,1324567419
2780,316,3.0,1022686205
1019,122886,3.0,1495048172
1927,1792,5.0,1217433432
1135,2858,5.0,1428950389
1319,2420,3.0,1132885277
3146,98239,4.0,1443284275
1298,7149,3.5,1134326247
2730,3386,4.5,1292784533
2556,930,4.5,1231529653
1297,356,4.5,1616997977
1756,463,4.0,949288916
69,111,4.5,1447682652
945,2993,3.5,1158287888
2936,198,5.0,836165308
378,3224,4.0,955074787
3225,96829,5.0,1483128004
215,374,2.0,1254854744
70,5679,4.5,1097869342
1297,59037,3.5,1662067276
655,34319,2.0,1487685656
854,587,5.0,950579032
204,112552,5.0,1478902392
422,277,3.0,837895141
559,376,5.0,854788833
1953,36,4.0,938876967
3189,590,3.5,1129365864
909,1407,1.5,1247969178
3075,2044,2.0,975339830
1533,30793,3.0,1487517990
3070,420,2.0,1455658695
2583,3897,4.0,1673820283
2736,1201,4.0,1153264086
840,440,3.0,836962090
1062,2334,2.0,914021376
1766,2188,3.5,1233851098
2421,81132,2.0,1287227359
1590,1101,3.0,974789954
2181,74698,3.5,1526206214
2814,2420,3.0,1299362412
1319,2628,3.5,1132885790
1778,83613,4.0,1460634809
2281,1377,4.0,1410386059
65,48,1.5,1118868879
1306,5989,4.0,1203306656
354,27803,4.0,1107020636
2810,46972,2.5,1269396422
3038,122896,3.0,1642715324
798,589,4.0,1134870557
2070,265,3.0,838832682
1103,6662,4.5,1119287763
1668,26379,3.5,1690323023
1806,143345,4.5,1578314083
1544,149334,3.0,1490534423
1089,1289,2.5,1623433229
3174,3608,4.0,963119584
1411,7386,2.5,1351888511
1845,778,3.0,860694300
1048,80129,2.0,1619382220
686,4489,4.0,1604629643
3050,2890,4.0,964701652
2806,27801,4.0,1197213109
2735,3996,3.5,1123889014
1756,945,5.0,949286156
1629,1682,2.0,1519324869
205,586,4.0,964842503
926,1213,4.5,1544017265
387,41566,3.5,1541822081
1001,590,4.0,1098121511
63,6281,4.0,1151694888
2444,2413,3.0,968569816
1782,6016,4.5,1217246104
582,263007,3.5,1662040502
2094,2145,2.0,1022989970
1057,53464,0.5,1270739623
2535,141,3.0,901499796
2276,48385,4.5,1279145542
2458,3114,1.0,1499287751
551,7698,4.0,1308969248
430,1653,3.0,1155484591
2535,2094,2.0,901503040
712,164909,4.5,1515788342
1360,45447,4.0,1455223040
2055,2364,3.0,953305172
512,527,4.0,1355704913
325,2167,0.5,1464463501
956,68319,2.0,1497375123
2537,194448,4.5,1560171218
2832,4720,3.0,1010813613
2800,1258,4.5,1063204985
684,3418,3.0,1105612328
1205,122914,5.0,1607376558
2820,268642,3.5,1663555549
997,1097,5.0,1021669507
854,2291,5.0,950578897
1318,63131,0.5,1514953837
1302,68954,3.5,1414970529
3199,1895,4.0,997129892
3228,68159,4.5,1621158562
2806,1748,4.0,1318280930
2479,1408,4.0,930400135
1799,66171,2.5,1582384674
140,106782,4.5,1506757146
390,45950,4.5,1275112820
1273,7254,4.5,1229211580
447,4844,3.0,1442216568
1519,7153,4.0,1177617574
723,2011,1.0,1025403590
360,8972,2.5,1577765456
501,1104,5.0,1079228032
2800,3210,3.5,1063662294
63,1912,3.5,1151692486
1670,91529,5.0,1584451901
2194,1921,4.0,1249928716
593,2606,3.0,1034030671
481,3977,2.0,1475380196
1920,1059,2.0,1650220490
1166,1537,4.5,1174269386
2152,32,3.0,944950000
398,56587,3.5,1445358945
2844,5504,3.0,1034972302
2811,1090,4.0,849005452
1500,31,5.0,832584683
1623,103984,3.5,1505245247
1842,73708,3.0,1297614476
2292,6863,4.0,1096655357
395,47099,3.0,1251060829
909,53956,4.0,1502995286
212,90866,3.5,1617379035
853,4306,1.0,1582686825
2147,4310,1.5,1102992072
2595,1291,5.0,859910874
2809,128360,4.0,1620081980
2383,49272,4.5,1391156890
2218,135143,4.0,1510492469
338,613,3.0,945041582
1806,91630,4.0,1596268628
459,103810,3.5,1535391399
1541,3067,5.0,1301860319
265,51084,3.5,1631473524
2526,590,4.5,1210381848
598,55280,3.0,1451836652
1688,2186,2.5,1652841415
265,5853,3.5,1623163217
2366,589,5.0,842398514
161,140,3.0,847288882
2883,4011,3.5,1102765748
2006,46578,3.5,1219313987
3138,106782,4.0,1451818262
203,4018,3.5,1368226476
1508,5254,3.5,1154493252
1508,2804,2.5,1154491753
175,4995,5.0,1477571865
2730,1358,4.0,1292790452
556,106072,2.0,1453053362
632,1103,2.5,1378689308
1674,31685,2.5,1424764969
80,1037,4.5,1468747147
378,1298,3.0,955076632
2817,8360,4.0,1357083714
1741,231,3.0,845285101
2535,288,3.0,901502962
2577,2324,4.0,1416615720
133,1136,5.0,1572018260
210,112852,3.5,1578720282
2566,112623,4.0,1459135919
815,1210,4.5,1123430615
1399,148881,3.5,1670566363
2587,858,4.0,1086347008
1421,4546,5.0,1001125567
2637,1704,4.0,1076822420
627,4973,5.0,1025007771
3204,273891,4.0,1665753384
673,2710,3.0,1104257109
1765,3285,3.0,1496143887
600,2617,4.0,1290565111
2747,112852,4.0,1543941931
3156,3977,4.5,1437136414
1220,8464,4.5,1509076551
353,368,3.0,835022146
1596,1293,3.0,945009614
1117,27432,4.0,1168922035
2829,42734,2.0,1468362383
3146,5481,2.0,1443281404
3020,1357,4.0,941757562
2257,6270,4.0,1565354938
707,317,3.0,1014023363
2921,858,5.0,974704576
3071,46970,3.0,1465377386
2196,80463,1.0,1440657689
2672,485,2.0,987003664
691,1200,4.0,1682252952
529,1213,3.0,974962818
1387,356,4.5,1558918232
1937,296,5.0,963030359
1879,802,4.0,911316718
2502,32587,4.0,1505090937
2805,4370,4.0,995242440
1572,1203,5.0,1611034696
3041,5952,5.0,1505693361
78,910,3.0,902175349
928,4370,3.0,1594643200
1179,2724,3.0,955833846
2871,70728,3.5,1550789629
2184,2245,3.0,1040268099
215,4306,4.0,1254856390
219,2706,2.0,1151449683
28,33725,2.0,1216147050
3204,1233,4.5,1445361069
2730,8645,3.0,1292786039
3008,1293,4.0,1485199177
811,1179,4.0,943622419
3048,8947,3.0,1287161691
1360,62434,2.5,1460067080
2324,8636,2.0,1471273122
1190,362,3.0,840094957
28,5994,4.0,1060054222
1617,1378,3.5,1479004374
2837,2206,4.0,1590462111
2799,1211,5.0,1252730591
2837,202711,0.5,1590541460
2668,4351,3.5,1115312337
2149,344,3.0,840540375
1015,2997,3.5,1333596843
10,56367,2.5,1202849508
1558,3471,4.0,992385116
2364,3489,3.0,1010851272
2250,6811,2.0,1616540687
1024,858,4.0,1501266186
2335,111360,3.5,1652864931
840,11,3.0,836962112
430,1206,4.5,1155616739
2817,4995,4.0,1357083575
189,1584,4.5,1111472127
287,34405,4.5,1541281016
2704,196915,5.0,1556225352
798,2114,3.5,1134868425
1777,5400,4.5,1397297372
322,3769,5.0,971140197
1916,185,2.5,1575950606
2932,2212,3.0,1019610504
1168,1952,5.0,1650554365
2068,1580,2.0,1128490075
2566,97938,4.0,1459135387
858,47,4.0,1325435493
3071,47997,3.0,1465378408
2990,477,3.0,1019590521
1069,47518,4.5,1247858436
1920,143347,4.5,1650220493
2566,3735,4.5,1459133396
1024,3751,4.5,1501276635
2420,8605,0.5,1208685859
478,244502,0.5,1680995526
521,91976,4.0,1364312128
2194,1997,4.5,1278941263
1701,44665,3.0,1677555269
1739,144752,0.5,1563654084
360,4235,4.5,1577765579
2773,2134,2.0,950619739
354,30818,3.5,1106345864
2800,2081,2.5,1063662334
1544,1805,2.0,1475154392
2162,109374,3.0,1695311702
855,122920,5.0,1586770869
1246,48780,5.0,1685358719
1664,1,3.0,882405170
2810,1779,3.0,1258402440
2292,5308,3.5,1126816174
228,33794,4.0,1588786289
115,6764,4.0,1110669711
2962,148626,3.0,1547874499
893,68237,5.0,1470854311
2835,153,2.5,1551990931
3028,2121,3.5,1398107162
265,278586,4.5,1669432275
1238,176371,5.0,1515524418
2372,1207,4.0,1582136927
460,223,4.0,1255833345
2829,3091,3.5,1468182614
2965,597,4.0,996780945
3223,1179,4.0,1346439472
556,3784,0.5,1453053479
2732,2115,3.5,1446030350
1251,300,5.0,842730174
1911,3147,4.0,1462725982
265,164103,2.5,1682245181
1742,2997,2.0,1003806141
1799,89470,4.5,1582384457
522,72226,4.0,1422595312
2834,134853,4.0,1658186959
536,1196,4.5,1111591720
1842,3578,3.5,1099955395
2834,1258,4.5,1633823751
2507,102,3.0,850524349
503,79553,4.0,1599361850
1557,85414,2.0,1554600196
277,4979,3.0,1059596730
1806,88672,4.0,1587936094
324,1136,3.5,1324413771
714,3740,5.0,1665531621
2181,46972,5.0,1523539205
2821,103249,5.0,1445088396
1258,111387,3.5,1521773404
2862,1206,4.0,1058147065
2844,922,4.0,1244226132
299,2359,4.0,960672773
567,1092,4.0,1355294018
2780,3301,3.0,1183513599
228,1682,4.5,1588786282
1048,48738,4.0,1619382212
197,111362,3.0,1528070575
1947,253,5.0,1228070847
2769,1101,2.0,1683244800
1084,5388,3.5,1116742194
1522,2997,3.5,1476805389
725,64957,1.5,1473049183
920,296,5.0,1592067573
1298,4809,3.5,1134329729
3230,8253,3.5,1424230549
702,541,3.0,1458501047
544,4022,3.0,996463654
2735,7460,3.0,1123805512
1161,1348,3.5,1647565969
2818,3994,3.5,1627825349
1103,1371,3.5,1119288855
456,3439,1.0,1092071400
1541,32179,4.5,1301863224
947,1580,2.5,1442361440
3063,1387,5.0,1179268890
1884,60397,4.0,1539884613
2345,112370,4.0,1605465577
1937,110,5.0,963029978
1483,2488,4.0,1678733842
2255,55247,3.0,1461272087
2741,2427,4.5,1458696237
815,5630,4.0,1123430751
2477,1092,1.5,1112373053
2012,1589,3.0,945913564
3163,1210,5.0,1623444534
2999,924,4.0,1116248142
1718,912,4.5,1633309907
2846,1356,3.0,860220741
87,4467,4.0,1131234213
743,2355,5.0,971936624
1048,2799,1.0,1619382176
935,1961,3.0,1563062105
459,85020,3.5,1535391265
2832,2134,4.0,993844290
1225,6942,1.5,1424032192
2033,2012,4.5,1536286010
1283,2096,3.0,1541436340
632,1088,2.0,1378683452
1483,3362,4.0,1678724327
1226,1247,4.0,1122492015
3135,4023,2.0,1696296913
2873,86233,3.5,1579942001
1920,81847,4.5,1650220501
3224,728,4.0,853249338
1891,5010,4.0,1474465298
547,179825,3.0,1678517091
276,1367,4.0,1299923759
2944,1206,3.0,1028754410
1249,34,4.0,840114538
64,6333,3.0,1472142184
1556,4932,3.5,1092541040
937,1,3.5,1446970384
1048,107737,2.5,1619382198
3161,589,3.0,845157293
2533,1963,4.5,1248932411
1938,260,4.0,1450735234
3210,6942,3.5,1629805131
2675,3723,2.5,1225472922
1239,59985,3.5,1225305876
1703,44191,4.5,1401074456
1609,64614,3.5,1486930495
959,4638,3.5,1683894709
1067,318,4.0,1422127394
586,64614,4.0,1239106012
2112,8861,4.0,1442097593
1812,74553,3.5,1546096714
560,8371,4.0,1521988534
2031,52973,4.0,1242502871
2837,110591,3.0,1590463661
1208,48780,4.5,1354391684
3072,1678,5.0,950675082
1920,80463,4.0,1650220492
1421,52952,3.5,1216648206
477,2054,3.0,1076386978
1872,3911,3.0,1245899570
87,4280,3.0,1131234226
2364,5012,4.0,1011538275
3165,151639,2.5,1549755696
1735,1381,2.0,1235221450
265,224032,3.5,1627510825
1323,6863,3.5,1114790550
928,44555,4.0,1594803409
1036,109487,3.0,1603910003
1968,50,5.0,974699499
368,6936,3.5,1105408864
2556,112804,2.5,1423955510
1855,260,5.0,1056742163
1354,2716,3.5,1202017328
344,62394,3.0,1462078206
1215,4306,4.0,1652998063
2168,207313,5.0,1656012523
1077,4979,3.5,1091558396
1168,170411,3.0,1650510333
2502,2953,2.5,1505422011
1766,1230,2.5,1235440177
2742,2676,2.5,1497212421
564,94959,5.0,1463629691
1175,1206,4.5,1140733030
3218,590,4.0,908146785
2109,7169,3.5,1467908582
16,5010,4.0,1517020801
2509,296,4.5,1056306948
858,541,2.5,1325435898
2438,2959,3.0,1229419003
3198,551,5.0,947569272
2421,84775,5.0,1318532109
1185,2918,3.0,1532654567
338,2496,2.0,945041389
1317,3252,5.0,1668964552
711,7004,4.5,1234655982
2937,8368,4.0,1546509459
85,3798,3.0,1007023616
1394,4973,4.0,1146088415
1629,140713,5.0,1519400623
810,2009,5.0,1107794839
1781,2717,3.0,963423643
1246,106782,5.0,1685358830
1145,432,3.0,834161473
982,5014,2.0,1609527888
3210,45668,3.0,1629830754
219,586,2.5,1151449604
2114,173,4.0,836346987
504,1030,2.0,929011882
3153,2890,4.0,974773620
1867,81834,5.0,1571551581
2739,2804,3.0,949777013
2772,356,5.0,1528681464
884,2628,3.0,1676202803
2074,2412,2.0,1519800590
1547,597,3.0,1466868436
